Date,Open,High,Low,Close,Adj Close,Volume
2017-08-25,94.150002,95.230003,93.870003,94.099998,94.099998,5311000
2017-08-28,94.080002,94.190002,92.849998,93.660004,93.660004,5536100
2017-08-29,92.750000,94.120003,92.500000,93.830002,93.830002,3242800
2017-08-30,93.830002,95.180000,93.589996,94.860001,94.860001,3808100
2017-08-31,94.940002,95.660004,94.349998,95.489998,95.489998,5098200
2017-09-01,95.750000,96.169998,95.190002,96.010002,96.010002,3679600
2017-09-05,95.360001,96.489998,95.129997,96.180000,96.180000,4069500
2017-09-06,96.160004,96.320000,95.250000,95.820000,95.820000,4105200
2017-09-07,96.089996,97.519997,95.879997,96.730003,96.730003,4917300
2017-09-08,96.620003,97.190002,96.379997,96.430000,96.430000,3316400
2017-09-11,96.949997,98.220001,96.949997,97.709999,97.709999,4471500
2017-09-12,97.589996,97.620003,96.150002,96.849998,96.849998,4743200
2017-09-13,96.889999,96.900002,95.360001,95.610001,95.610001,5610300
2017-09-14,95.379997,95.739998,94.510002,95.300003,95.300003,5054600
2017-09-15,95.510002,95.620003,94.169998,94.629997,94.629997,6081700
2017-09-18,94.940002,96.180000,94.739998,95.739998,95.739998,5990700
2017-09-19,95.970001,96.209999,95.160004,95.349998,95.349998,3521000
2017-09-20,95.080002,95.360001,94.050003,95.209999,95.209999,3362600
2017-09-21,94.820000,95.099998,94.169998,94.860001,94.860001,2896100
2017-09-22,94.790001,95.349998,94.559998,94.940002,94.940002,2254400
2017-09-25,94.870003,94.889999,92.110001,92.470001,92.470001,5821100
2017-09-26,92.949997,93.669998,92.120003,92.339996,92.339996,4558200
2017-09-27,92.910004,93.660004,92.620003,93.209999,93.209999,2945100
2017-09-28,93.209999,93.250000,92.430000,92.599998,92.599998,3017600
2017-09-29,92.769997,93.470001,92.620003,93.419998,93.419998,4629700
2017-10-02,93.720001,94.839996,93.449997,93.940002,93.940002,2755900
2017-10-03,94.169998,95.449997,93.949997,95.360001,95.360001,4996800
2017-10-04,95.199997,95.730003,94.730003,95.519997,95.519997,3128300
2017-10-05,95.500000,95.879997,94.680000,95.730003,95.730003,3956300
2017-10-06,95.550003,96.570000,95.470001,96.320000,96.320000,4402900
2017-10-09,96.330002,96.760002,95.980003,96.269997,96.269997,2031300
2017-10-10,96.269997,96.459999,95.220001,95.389999,95.389999,2028900
2017-10-11,95.389999,96.010002,94.830002,96.010002,96.010002,2640800
2017-10-12,96.139999,97.230003,95.839996,96.739998,96.739998,3118600
2017-10-13,97.150002,97.629997,96.690002,96.940002,96.940002,2496000
2017-10-16,96.949997,97.580002,96.919998,97.150002,97.150002,2544300
2017-10-17,96.959999,97.000000,95.930000,96.720001,96.720001,2528300
2017-10-18,96.970001,97.070000,96.050003,96.440002,96.440002,2876700
2017-10-19,96.400002,97.230003,96.110001,97.190002,97.190002,2534100
2017-10-20,97.540001,99.180000,97.330002,98.900002,98.900002,4588800
2017-10-23,99.070000,99.440002,98.300003,98.440002,98.440002,4024900
2017-10-24,98.250000,98.720001,97.809998,98.660004,98.660004,3651400
2017-10-25,98.400002,99.629997,98.309998,99.589996,99.589996,4687200
2017-10-26,99.820000,100.760002,99.300003,100.050003,100.050003,3863300
2017-10-27,100.720001,101.980003,100.180000,100.699997,100.699997,4030400
2017-10-30,100.699997,100.980003,99.910004,100.699997,100.699997,2374600
2017-10-31,101.129997,102.449997,100.839996,102.339996,102.339996,5111800
2017-11-01,103.669998,103.919998,101.300003,101.949997,101.949997,3760800
2017-11-02,102.050003,103.370003,101.760002,102.599998,102.599998,3212600
2017-11-03,102.860001,103.070000,101.699997,102.709999,102.709999,3265500
2017-11-06,102.919998,103.139999,101.580002,102.419998,102.419998,7046800
2017-11-07,104.940002,105.000000,101.750000,102.720001,102.720001,5277100
2017-11-08,102.949997,105.250000,102.900002,105.029999,105.029999,6674500
2017-11-09,104.330002,104.440002,102.410004,103.599998,103.599998,5128600
2017-11-10,103.410004,105.379997,102.830002,105.239998,105.239998,4675700
2017-11-13,105.000000,105.959999,105.000000,105.779999,105.779999,4609500
2017-11-14,105.639999,106.379997,105.059998,106.230003,106.230003,4366800
2017-11-15,105.879997,107.000000,105.000000,105.430000,105.430000,4148400
2017-11-16,106.230003,107.360001,106.180000,107.029999,107.029999,3708500
2017-11-17,107.190002,107.870003,106.730003,107.580002,107.580002,4407900
2017-11-20,108.699997,109.000000,107.010002,107.370003,107.370003,5578500
2017-11-21,108.750000,109.190002,107.790001,108.800003,108.800003,10682700
2017-11-22,106.849998,107.489998,106.050003,106.830002,106.830002,9009600
2017-11-24,107.400002,107.599998,106.410004,107.150002,107.150002,4000000
2017-11-27,106.790001,107.279999,105.860001,106.580002,106.580002,5144200
2017-11-28,106.099998,106.889999,105.790001,106.459999,106.459999,4794300
2017-11-29,105.750000,105.879997,102.790001,103.529999,103.529999,6851000
2017-11-30,103.589996,104.510002,102.769997,104.320000,104.320000,5201800
2017-12-01,103.860001,104.830002,102.830002,103.830002,103.830002,4797600
2017-12-04,104.599998,104.739998,99.830002,99.849998,99.849998,9116000
2017-12-05,99.550003,101.660004,98.680000,100.690002,100.690002,5323800
2017-12-06,100.260002,103.330002,100.000000,102.919998,102.919998,4339300
