Date,Open,High,Low,Close,Adj Close,Volume
2017-06-07,91.449997,91.989998,90.620003,91.389999,91.389999,3484000
2017-06-08,91.389999,91.620003,90.589996,91.250000,91.250000,3788800
2017-06-09,91.089996,91.220001,85.230003,87.269997,87.269997,11672200
2017-06-12,86.120003,86.839996,83.550003,86.180000,86.180000,9281600
2017-06-13,87.830002,88.309998,86.800003,87.269997,87.269997,5308000
2017-06-14,87.690002,88.089996,86.059998,87.169998,87.169998,3554800
2017-06-15,85.989998,86.379997,84.900002,86.269997,86.269997,6661600
2017-06-16,86.080002,86.980003,85.860001,86.000000,86.000000,8005000
2017-06-19,86.690002,87.709999,86.620003,87.540001,87.540001,4835500
2017-06-20,87.629997,87.790001,86.790001,86.919998,86.919998,3095500
2017-06-21,87.500000,87.800003,86.430000,87.559998,87.559998,3794700
2017-06-22,87.870003,89.000000,87.239998,88.470001,88.470001,4413000
2017-06-23,88.290001,88.860001,87.510002,88.620003,88.620003,4890900
2017-06-26,88.800003,89.800003,87.699997,88.110001,88.110001,4866500
2017-06-27,88.000000,89.279999,87.110001,87.680000,87.680000,5370800
2017-06-28,88.279999,88.470001,86.690002,88.089996,88.089996,4257800
2017-06-29,87.650002,87.669998,85.830002,86.800003,86.800003,5215600
2017-06-30,86.800003,87.250000,86.300003,86.599998,86.599998,3943500
2017-07-03,87.010002,87.099998,85.120003,86.099998,86.099998,2741300
2017-07-05,86.279999,87.510002,86.099998,87.500000,87.500000,4719800
2017-07-06,86.620003,87.470001,86.339996,86.849998,86.849998,3275000
2017-07-07,87.199997,88.449997,87.190002,87.919998,87.919998,2454300
2017-07-10,87.860001,88.639999,87.470001,88.500000,88.500000,2332100
2017-07-11,88.260002,88.650002,87.669998,88.349998,88.349998,2414700
2017-07-12,89.220001,90.410004,88.849998,90.400002,90.400002,4273500
2017-07-13,90.559998,90.769997,89.500000,89.570000,89.570000,3211100
2017-07-14,89.790001,90.169998,89.540001,90.000000,90.000000,1978000
2017-07-17,89.980003,90.260002,89.269997,89.290001,89.290001,2485700
2017-07-18,89.000000,89.400002,88.620003,89.269997,89.269997,3813100
2017-07-19,89.349998,90.129997,88.800003,89.559998,89.559998,4463000
2017-07-20,89.709999,90.629997,89.419998,90.540001,90.540001,3481000
2017-07-21,90.339996,90.629997,89.540001,89.690002,89.690002,2928700
2017-07-24,89.650002,89.809998,88.959999,89.669998,89.669998,2393500
2017-07-25,89.730003,90.820000,89.239998,90.629997,90.629997,3346000
2017-07-26,90.629997,91.199997,90.150002,91.070000,91.070000,3638100
2017-07-27,91.250000,92.129997,89.089996,90.510002,90.510002,3572100
2017-07-28,90.000000,91.120003,89.699997,90.620003,90.620003,2108800
2017-07-31,90.809998,91.050003,89.870003,90.800003,90.800003,3002900
2017-08-01,91.370003,91.779999,90.889999,91.220001,91.220001,3157500
2017-08-02,91.349998,91.349998,88.989998,89.889999,89.889999,3636900
2017-08-03,90.000000,90.430000,89.419998,90.349998,90.349998,2351400
2017-08-04,90.610001,90.870003,90.250000,90.449997,90.449997,1987600
2017-08-07,90.550003,90.699997,90.120003,90.500000,90.500000,1903300
2017-08-08,90.180000,90.889999,89.540001,90.260002,90.260002,2366700
2017-08-09,89.639999,90.470001,89.620003,90.120003,90.120003,3055400
2017-08-10,89.669998,89.919998,87.550003,87.629997,87.629997,3961500
2017-08-11,87.550003,88.660004,87.260002,88.290001,88.290001,2881500
2017-08-14,89.290001,90.650002,89.099998,90.250000,90.250000,4886400
2017-08-15,90.349998,91.110001,90.089996,90.699997,90.699997,2531700
2017-08-16,91.050003,92.400002,90.820000,92.239998,92.239998,4273700
2017-08-17,92.000000,92.489998,90.750000,90.879997,90.879997,3630500
2017-08-18,90.820000,91.349998,90.279999,90.760002,90.760002,3046800
2017-08-21,90.949997,91.800003,90.570000,91.760002,91.760002,3512500
2017-08-22,92.430000,93.440002,92.050003,92.949997,92.949997,11254400
2017-08-23,92.139999,94.629997,91.300003,93.070000,93.070000,12034900
2017-08-24,93.699997,94.309998,93.349998,94.150002,94.150002,5494400
